user_id,question_id,answer
u120,Q10,0
u121,Q1,0
u121,Q2,-1
u121,Q3,-1
u121,Q4,0
u121,Q5,1
u121,Q6,0
u121,Q7,-1
u121,Q8,0
u121,Q9,0
u121,Q10,0
u122,Q1,0
u122,Q2,1
u122,Q3,0
u122,Q4,0
u122,Q5,-1
u122,Q6,-1
u122,Q7,-1
u122,Q8,-1
u122,Q9,0
u122,Q10,1
u123,Q1,1
u123,Q2,0
u123,Q3,0
u123,Q4,1
u123,Q5,-1
u123,Q6,1
u123,Q7,1
u123,Q8,-1
u123,Q9,0
u123,Q10,-1
u124,Q1,-1
u124,Q2,1
u124,Q3,0
u124,Q4,-1
u124,Q5,0
u124,Q6,1
u124,Q7,-1
u124,Q8,-1
u124,Q9,0
u124,Q10,1
u125,Q1,-1
u125,Q2,1
u125,Q3,-1
u125,Q4,1
u125,Q5,1
u125,Q6,-1
u125,Q7,0
u125,Q8,1
u125,Q9,-1
u125,Q10,1
u126,Q1,1
u126,Q2,0
u126,Q3,0
u126,Q4,0
u126,Q5,1
u126,Q6,0
u126,Q7,-1
u126,Q8,0
u126,Q9,-1
u126,Q10,0
u127,Q1,0
u127,Q2,-1
u127,Q3,0
u127,Q4,-1
u127,Q5,-1
u127,Q6,1
u127,Q7,0
u127,Q8,0
u127,Q9,0
u127,Q10,0
u128,Q1,-1
u128,Q2,1
u128,Q3,1
u128,Q4,1
u128,Q5,1
u128,Q6,0
u128,Q7,0
u128,Q8,-1
u128,Q9,-1
u128,Q10,0
u129,Q1,0
u129,Q2,-1
u129,Q3,1
u129,Q4,1
u129,Q5,0
u129,Q6,1
u129,Q7,1
u129,Q8,0
u129,Q9,-1
u129,Q10,0
u130,Q1,-1
u130,Q2,0
u130,Q3,0
u130,Q4,0
u130,Q5,0
u130,Q6,1
u130,Q7,1
u130,Q8,-1
u130,Q9,0
u130,Q10,1
u131,Q1,0
u131,Q2,-1
u131,Q3,1
u131,Q4,1
u131,Q5,1
u131,Q6,1
u131,Q7,0
u131,Q8,1
u131,Q9,-1
u131,Q10,-1
u132,Q1,-1
u132,Q2,1
u132,Q3,1
u132,Q4,1
u132,Q5,0
u132,Q6,-1
u132,Q7,-1
u132,Q8,0
u132,Q9,-1
u132,Q10,1
u133,Q1,0
u133,Q2,-1
u133,Q3,-1
u133,Q4,1
u133,Q5,1
u133,Q6,-1
u133,Q7,-1
u133,Q8,-1
u133,Q9,0
u133,Q10,-1
u134,Q1,-1
u134,Q2,0
u134,Q3,-1
u134,Q4,1
u134,Q5,0
u134,Q6,1
u134,Q7,1
u134,Q8,-1
u134,Q9,0
u134,Q10,1
u135,Q1,0
u135,Q2,0
u135,Q3,-1
u135,Q4,-1
u135,Q5,0
u135,Q6,0
u135,Q7,1
u135,Q8,-1
u135,Q9,0
u135,Q10,1
u136,Q1,1
u136,Q2,-1
u136,Q3,-1
u136,Q4,1
u136,Q5,-1
u136,Q6,1
u136,Q7,1
u136,Q8,1
u136,Q9,0
u136,Q10,-1
u137,Q1,-1
u137,Q2,-1
u137,Q3,1
u137,Q4,-1
u137,Q5,0
u137,Q6,1
u137,Q7,-1
u137,Q8,0
u137,Q9,1
u137,Q10,-1
u138,Q1,-1
u138,Q2,1
u138,Q3,1
u138,Q4,0
u138,Q5,-1
u138,Q6,-1
u138,Q7,-1
u138,Q8,-1
u138,Q9,-1
u138,Q10,0
u139,Q1,1
u139,Q2,1
u139,Q3,-1
u139,Q4,1
u139,Q5,-1
u139,Q6,0
u139,Q7,0
u139,Q8,1
u139,Q9,-1
u139,Q10,-1
u140,Q1,0
u140,Q2,1
u140,Q3,-1
u140,Q4,0
u140,Q5,-1
u140,Q6,0
u140,Q7,1
u140,Q8,0
u140,Q9,0
u140,Q10,0
u141,Q1,-1
u141,Q2,1
u141,Q3,-1
u141,Q4,0
u141,Q5,0
u141,Q6,-1
u141,Q7,0
u141,Q8,1
u141,Q9,0
u141,Q10,0
u142,Q1,-1
u142,Q2,-1
u142,Q3,1
u142,Q4,0
u142,Q5,-1
u142,Q6,-1
u142,Q7,0
u142,Q8,-1
u142,Q9,0
u142,Q10,0
u143,Q1,-1
u143,Q2,-1
u143,Q3,1
u143,Q4,0
u143,Q5,1
u143,Q6,1
u143,Q7,0
u143,Q8,-1
u143,Q9,1
u143,Q10,-1
u144,Q1,0
u144,Q2,1
u144,Q3,0
u144,Q4,1
u144,Q5,1
u144,Q6,0
u144,Q7,0
u144,Q8,0
u144,Q9,1
u144,Q10,1
u145,Q1,1
u145,Q2,1
u145,Q3,1
u145,Q4,-1
u145,Q5,-1
u145,Q6,-1
u145,Q7,0
u145,Q8,0
u145,Q9,0
u145,Q10,0
u146,Q1,0
u146,Q2,-1
u146,Q3,1
u146,Q4,0
u146,Q5,-1
u146,Q6,-1
u146,Q7,1
u146,Q8,-1
u146,Q9,-1
u146,Q10,-1
u147,Q1,-1
u147,Q2,1
u147,Q3,0
u147,Q4,-1
u147,Q5,1
u147,Q6,-1
u147,Q7,0
u147,Q8,0
u147,Q9,0
u147,Q10,0
u148,Q1,1
u148,Q2,-1
u148,Q3,0
u148,Q4,1
u148,Q5,-1
u148,Q6,-1
u148,Q7,1
u148,Q8,0
u148,Q9,0
u148,Q10,-1
u149,Q1,1
u149,Q2,1
u149,Q3,1
u149,Q4,1
u149,Q5,-1
u149,Q6,1
u149,Q7,1
u149,Q8,1
u149,Q9,-1
u149,Q10,1
u150,Q1,1
u150,Q2,1
u150,Q3,-1
u150,Q4,-1
u150,Q5,-1
u150,Q6,-1
u150,Q7,1
u150,Q8,-1
